,Keyword,Layout,LoggingLibrary,ProjectInfo,SearchResult
1074,Firebase,Firebase,Firebase,DroidKaigi/conference-app-2017,"['/DroidKaigi_conference-app-2017/README.md', '/DroidKaigi_conference-app-2017/app/build.gradle', '/DroidKaigi_conference-app-2017/app/licenses.yml', '/DroidKaigi_conference-app-2017/app/src/main/java/io/github/droidkaigi/confsched2017/log/CrashLogTree.java', '/DroidKaigi_conference-app-2017/app/src/test/java/io/github/droidkaigi/confsched2017/view/helper/ResourceResolverTest.kt']"
1075,Firebase,Firebase,Firebase,apache/incubator-fineract,['/apache_incubator-fineract/fineract-provider/src/main/java/org/apache/fineract/infrastructure/gcm/domain/Sender.java']
1076,Firebase,Firebase,Firebase,derry/delion,['/derry_delion/app/app.iml']
1079,Firebase,Firebase,Firebase,akshayejh/PhotoBlog-Android-Blog-App,"['/akshayejh_PhotoBlog-Android-Blog-App/README.md', '/akshayejh_PhotoBlog-Android-Blog-App/app/build.gradle', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/BlogPost.java', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/BlogPostId.java', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/BlogRecyclerAdapter.java', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/CommentsActivity.java', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/HomeFragment.java', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/LoginActivity.java', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/MainActivity.java', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/NewPostActivity.java', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/RegisterActivity.java', '/akshayejh_PhotoBlog-Android-Blog-App/app/src/main/java/in/tvac/akshayejh/photoblog/SetupActivity.java']"
1080,Firebase,Firebase,Firebase,redsolution/xabber-android,"['/redsolution_xabber-android/xabber/build.gradle', '/redsolution_xabber-android/xabber/src/main/AndroidManifest.xml', '/redsolution_xabber-android/xabber/src/open/java/com/xabber/android/utils/ExternalAPIs.java', '/redsolution_xabber-android/xabber/src/store/java/com/xabber/android/service/PushService.java', '/redsolution_xabber-android/xabber/src/store/java/com/xabber/android/utils/ExternalAPIs.java']"
1081,Firebase,Firebase,Firebase,RohitSurwase/AndroidDesignPatterns,"['/RohitSurwase_AndroidDesignPatterns/.gitignore', '/RohitSurwase_AndroidDesignPatterns/acl-in-android/.gitignore', '/RohitSurwase_AndroidDesignPatterns/auto-read-sms-otp/.gitignore', '/RohitSurwase_AndroidDesignPatterns/dynamic-recycler-view/.gitignore', '/RohitSurwase_AndroidDesignPatterns/navigation-drawer-throughout-app/.gitignore', '/RohitSurwase_AndroidDesignPatterns/pick-and-crop-image/.gitignore', '/RohitSurwase_AndroidDesignPatterns/splash-in-different-ways/.gitignore', '/RohitSurwase_AndroidDesignPatterns/splash-right-way/.gitignore', '/RohitSurwase_AndroidDesignPatterns/swipeable-tabs/.gitignore']"
1082,Firebase,Firebase,Firebase,klassm/andFHEM,"['/klassm_andFHEM/app/build.gradle.kts', '/klassm_andFHEM/app/proguard-production.txt', '/klassm_andFHEM/app/src/main/AndroidManifest.xml', '/klassm_andFHEM/app/src/main/java/li/klass/fhem/AndFHEMApplication.kt', '/klassm_andFHEM/app/src/main/java/li/klass/fhem/appindex/FirebaseIndexWrapper.kt', '/klassm_andFHEM/app/src/main/java/li/klass/fhem/appindex/IndexableCreator.kt', '/klassm_andFHEM/app/src/main/java/li/klass/fhem/fcm/receiver/FcmIntentService.kt', '/klassm_andFHEM/app/src/main/java/li/klass/fhem/fcm/receiver/GCMSendDeviceService.kt', '/klassm_andFHEM/app/src/main/java/li/klass/fhem/update/backend/DeviceListUpdateService.kt', '/klassm_andFHEM/app/src/test/java/li/klass/fhem/appindex/AppIndexIntentServiceTest.kt', '/klassm_andFHEM/docs/index.html', '/klassm_andFHEM/docs/installation.html']"
1083,Firebase,Firebase,Firebase,alkacon/opencms-core,['/alkacon_opencms-core/src/org/opencms/letsencrypt/public_suffix_list.dat']
1085,Firebase,Firebase,Firebase,duqian291902259/WechatHook-Dusan,['/duqian291902259_WechatHook-Dusan/.gitignore']
1086,Firebase,Firebase,Firebase,saulmm/Gradle-Stuff,"['/saulmm_Gradle-Stuff/dependencies.gradle', '/saulmm_Gradle-Stuff/model/build.gradle']"
1090,Firebase,Firebase,Firebase,leonardoxh/livedata-call-adapter,['/leonardoxh_livedata-call-adapter/.gitignore']
1091,Firebase,Firebase,Firebase,MegaMek/mekhq,"['/MegaMek_mekhq/MekHQ/data/scenarios/Lucho/Citadel_Blitz_multiplayer.mms', '/MegaMek_mekhq/MekHQ/data/scenarios/Lucho/Citadel_Blitz_oneonone.mms']"
1092,Firebase,Firebase,Firebase,foobnix/LibreraReader,"['/foobnix_LibreraReader/README.md', '/foobnix_LibreraReader/app/build.gradle', '/foobnix_LibreraReader/app/src/main/AndroidManifest.xml', '/foobnix_LibreraReader/docs/wiki/PrivacyPolicy/classic.pdf.reader.viewer.djvu.epub.fb2.txt.mobi.book.reader.lirbi.libri.md', '/foobnix_LibreraReader/docs/wiki/PrivacyPolicy/com.foobnix.pdf.reader.md', '/foobnix_LibreraReader/docs/wiki/PrivacyPolicy/com.foobnix.pro.pdf.reader.md', '/foobnix_LibreraReader/docs/wiki/PrivacyPolicy/droid.reader.book.epub.mobi.pdf.djvu.fb2.txt.azw.azw3.md', '/foobnix_LibreraReader/docs/wiki/PrivacyPolicy/epub.reader.md', '/foobnix_LibreraReader/docs/wiki/PrivacyPolicy/pdf.pdf.reader.md', '/foobnix_LibreraReader/docs/wiki/PrivacyPolicy/tts.reader.md']"
1093,Firebase,Firebase,Firebase,savoirfairelinux/ring-client-android,"['/savoirfairelinux_ring-client-android/compile.sh', '/savoirfairelinux_ring-client-android/ring-android/app/build.gradle', '/savoirfairelinux_ring-client-android/ring-android/app/proguard-rules.pro', '/savoirfairelinux_ring-client-android/ring-android/app/src/withFirebase/AndroidManifest.xml', '/savoirfairelinux_ring-client-android/ring-android/app/src/withFirebase/java/cx/ring/application/JamiApplicationFirebase.java', '/savoirfairelinux_ring-client-android/ring-android/app/src/withFirebase/java/cx/ring/services/JamiFirebaseMessagingService.java', '/savoirfairelinux_ring-client-android/ring-android/fastlane/metadata/android/en-US/changelogs/105.txt']"
1094,Firebase,Firebase,Firebase,sangupta/murmur,['/sangupta_murmur/src/test/resources/english/english-wordlist.txt']
1095,Firebase,Firebase,Firebase,facebookincubator/Battery-Metrics,['/facebookincubator_Battery-Metrics/docs/roadmap.md']
1096,Firebase,Firebase,Firebase,gigocabrera/MoneyLeash2,"['/gigocabrera_MoneyLeash2/README.md', '/gigocabrera_MoneyLeash2/package.json', '/gigocabrera_MoneyLeash2/src/app/app.module.ts', '/gigocabrera_MoneyLeash2/src/pages/myinfo/profiledetails/profiledetails.ts', '/gigocabrera_MoneyLeash2/src/pages/mypicklists/pickaccountfrom/pickaccountfrom.ts', '/gigocabrera_MoneyLeash2/src/pages/mypicklists/pickaccountto/pickaccountto.ts', '/gigocabrera_MoneyLeash2/src/pages/mypicklists/pickcategoryparent/pickcategoryparent.ts', '/gigocabrera_MoneyLeash2/src/providers/auth-service.ts', '/gigocabrera_MoneyLeash2/storage.rules.json']"
1097,Firebase,Firebase,Firebase,ITheBK/BarChart,['/ITheBK_BarChart/.gitignore']
1098,Firebase,Firebase,Firebase,crazyhitty/firebase-chat,"['/crazyhitty_firebase-chat/.git/config', '/crazyhitty_firebase-chat/.git/logs/refs/remotes/origin/HEAD', '/crazyhitty_firebase-chat/.git/logs/refs/heads/master', '/crazyhitty_firebase-chat/.git/logs/HEAD', '/crazyhitty_firebase-chat/README.md', '/crazyhitty_firebase-chat/app/build.gradle', '/crazyhitty_firebase-chat/app/src/main/AndroidManifest.xml', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/chat/ChatInteractor.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/login/LoginInteractor.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/logout/LogoutInteractor.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/registration/RegisterContract.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/registration/RegisterInteractor.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/registration/RegisterPresenter.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/users/add/AddUserContract.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/users/add/AddUserInteractor.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/users/add/AddUserPresenter.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/core/users/get/all/GetUsersInteractor.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/fcm/MyFirebaseInstanceIDService.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/fcm/MyFirebaseMessagingService.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/models/Chat.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/models/User.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/ui/activities/SplashActivity.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/ui/adapters/ChatRecyclerAdapter.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/ui/fragments/ChatFragment.java', '/crazyhitty_firebase-chat/app/src/main/java/com/crazyhitty/chdev/ks/firebasechat/ui/fragments/RegisterFragment.java']"
1099,Firebase,Firebase,Firebase,MarcusWolschon/osmeditor4android,['/MarcusWolschon_osmeditor4android/documentation/docs/tutorials/network_location.md']
1100,Firebase,Firebase,Firebase,samxhuan/textrank,"['/samxhuan_textrank/res/en/wn/data.noun', '/samxhuan_textrank/res/en/wn/index.noun', '/samxhuan_textrank/res/en/wn/index.sense']"
1102,Firebase,Firebase,Firebase,ysc/jsearch,['/ysc_jsearch/src/test/resources/it/netty/Netty in Action MEAP V08.txt']
1104,Firebase,Firebase,Firebase,forkachild/reel-search-android,['/forkachild_reel-search-android/app/src/main/res/raw/words.txt']
1106,Firebase,Firebase,Firebase,futurice/freesound-android,"['/futurice_freesound-android/app/build.gradle', '/futurice_freesound-android/app/src/main/java/com/futurice/freesound/feature/analytics/FirebaseAnalytics.kt', '/futurice_freesound-android/app/src/release/java/com/futurice/freesound/feature/logging/FirebaseErrorReporter.java']"
1111,Firebase,Firebase,Firebase,k8s-for-greeks/gpmr,"['/k8s-for-greeks_gpmr/pet-race-ui/src/main/webapp/bower_components/ng-file-upload/ng-file-upload-all.js', '/k8s-for-greeks_gpmr/pet-race-ui/src/main/webapp/bower_components/ng-file-upload/ng-file-upload.js']"
1115,Firebase,Firebase,Firebase,bailuk/AAT,['/bailuk_AAT/.gitignore']
1116,Firebase,Firebase,Firebase,traccar/traccar-manager-android,"['/traccar_traccar-manager-android/app/build.gradle', '/traccar_traccar-manager-android/app/src/google/AndroidManifest.xml', '/traccar_traccar-manager-android/app/src/google/java/org/traccar/manager/GoogleMainApplication.java', '/traccar_traccar-manager-android/app/src/google/java/org/traccar/manager/ManagerMessagingService.java']"
1118,Firebase,Firebase,Firebase,Slyce-Inc/SlyceMessaging,['/Slyce-Inc_SlyceMessaging/slyce-messaging/build.gradle']
1120,Firebase,Firebase,Firebase,devsoulwolf/Android-RatioLayout,['/devsoulwolf_Android-RatioLayout/.gitignore']
1122,Firebase,Firebase,Firebase,JeremyLiao/invoking-message,['/JeremyLiao_invoking-message/.gitignore']
1124,Firebase,Firebase,Firebase,aol/simple-react,['/aol_simple-react/cyclops/src/jmh/resources/files/ospd.txt']
1125,Firebase,Firebase,Firebase,dimorinny/show-case-card-view,['/dimorinny_show-case-card-view/.gitignore']
1127,Firebase,Firebase,Firebase,UCodeUStory/S-MVP,['/UCodeUStory_S-MVP/.gitignore']
1128,Firebase,Firebase,Firebase,git-xuhao/AndroidBaseMvp,['/git-xuhao_AndroidBaseMvp/.gitignore']
1131,Firebase,Firebase,Firebase,jawg/osm-contributor,"['/jawg_osm-contributor/CHANGELOG.md', '/jawg_osm-contributor/README.md', '/jawg_osm-contributor/build.gradle', '/jawg_osm-contributor/src/main/AndroidManifest.xml', '/jawg_osm-contributor/src/main/java/io/jawg/osmcontributor/OsmTemplateApplication.java', '/jawg_osm-contributor/src/main/java/io/jawg/osmcontributor/sync/SyncModule.java', '/jawg_osm-contributor/src/main/java/io/jawg/osmcontributor/ui/managers/EditPoiManager.java', '/jawg_osm-contributor/src/main/java/io/jawg/osmcontributor/ui/managers/sync/PushToOSMService.java']"
1133,Firebase,Firebase,Firebase,arbelkilani/Clock-view,"['/arbelkilani_Clock-view/.gitignore', '/arbelkilani_Clock-view/clock/.gitignore']"
1134,Firebase,Firebase,Firebase,dicodingacademy/a14-made-labs1,['/dicodingacademy_a14-made-labs1/Testing/MyUnitTesting/kotlin/.gitignore']
1137,Firebase,Firebase,Firebase,wasabeef/Takt,['/wasabeef_Takt/.gitignore']
1139,Firebase,Firebase,Firebase,44kksharma/Android-ViewPager-Carousel-UI,['/44kksharma_Android-ViewPager-Carousel-UI/.gitignore']
1140,Firebase,Firebase,Firebase,crazyhitty/Rss-Manager,['/crazyhitty_Rss-Manager/.gitignore']
1142,Firebase,Firebase,Firebase,RestComm/Restcomm-Connect,"['/RestComm_Restcomm-Connect/restcomm/restcomm.ui/src/main/webapp/lib/file-upload/ng-file-upload-all.js', '/RestComm_Restcomm-Connect/restcomm/restcomm.ui/src/main/webapp/lib/file-upload/ng-file-upload.js']"
1143,Firebase,Firebase,Firebase,RightMesh/HelloMesh,['/RightMesh_HelloMesh/.gitignore']
1144,Firebase,Firebase,Firebase,tananaev/traccar-manager-android,"['/tananaev_traccar-manager-android/app/build.gradle', '/tananaev_traccar-manager-android/app/src/google/AndroidManifest.xml', '/tananaev_traccar-manager-android/app/src/google/java/org/traccar/manager/GoogleMainApplication.java', '/tananaev_traccar-manager-android/app/src/google/java/org/traccar/manager/ManagerMessagingService.java']"
1146,Firebase,Firebase,Firebase,armueller/FluxyAndroidTodo,['/armueller_FluxyAndroidTodo/README.md']
1150,Firebase,Firebase,Firebase,coderstory/Mi-Purify,['/coderstory_Mi-Purify/app/src/main/assets/hosts_foreign']
1152,Firebase,Firebase,Firebase,DashboardHub/PipelineDashboard,"['/DashboardHub_PipelineDashboard/.github/workflows/dev.yml', '/DashboardHub_PipelineDashboard/.github/workflows/eddie.yml', '/DashboardHub_PipelineDashboard/.github/workflows/khush.yml', '/DashboardHub_PipelineDashboard/.gitignore', '/DashboardHub_PipelineDashboard/README.md', '/DashboardHub_PipelineDashboard/firebase.json', '/DashboardHub_PipelineDashboard/functions/README.md', '/DashboardHub_PipelineDashboard/functions/package-lock.json', '/DashboardHub_PipelineDashboard/functions/package.json', '/DashboardHub_PipelineDashboard/functions/src/application/stats.ts', '/DashboardHub_PipelineDashboard/functions/src/client/firebase-admin.ts', '/DashboardHub_PipelineDashboard/functions/src/index.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/event.mapper.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/issue.mapper.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/milestone.mapper.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/pullRequest.mapper.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/release.mapper.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/repository.mapper.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/user.mapper.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/create.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/issue-comment.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/issues.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/milestone.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/pull-request.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/push.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/release.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/repository.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/shared/functions.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook-event-response/watch.ts', '/DashboardHub_PipelineDashboard/functions/src/mappers/github/webhook.mapper.ts', '/DashboardHub_PipelineDashboard/functions/src/models/ping.model.ts', '/DashboardHub_PipelineDashboard/functions/src/models/repository.model.ts', '/DashboardHub_PipelineDashboard/functions/src/monitor/monitor.ts', '/DashboardHub_PipelineDashboard/functions/src/project/delete-project.ts', '/DashboardHub_PipelineDashboard/functions/src/project/project.ts', '/DashboardHub_PipelineDashboard/functions/src/project/update-project.ts', '/DashboardHub_PipelineDashboard/functions/src/repository/create-git-webhook-repository.ts', '/DashboardHub_PipelineDashboard/functions/src/repository/create-repository.ts', '/DashboardHub_PipelineDashboard/functions/src/repository/delete-git-webhook-repository.ts', '/DashboardHub_PipelineDashboard/functions/src/repository/delete-repository.ts', '/DashboardHub_PipelineDashboard/functions/src/repository/info.ts', '/DashboardHub_PipelineDashboard/functions/src/repository/pull-request.ts', '/DashboardHub_PipelineDashboard/functions/src/repository/response-git-webhook-repository.ts', '/DashboardHub_PipelineDashboard/functions/src/repository/update-repository.ts', '/DashboardHub_PipelineDashboard/functions/src/scheduler/schedule.ts', '/DashboardHub_PipelineDashboard/functions/src/shared/delete-collection.ts', '/DashboardHub_PipelineDashboard/functions/src/user/create-user.ts', '/DashboardHub_PipelineDashboard/functions/src/user/events.ts', '/DashboardHub_PipelineDashboard/functions/src/user/repos.ts', '/DashboardHub_PipelineDashboard/functions/src/user/stats.ts', '/DashboardHub_PipelineDashboard/functions/src/user/update-user.ts', '/DashboardHub_PipelineDashboard/web/package-lock.json', '/DashboardHub_PipelineDashboard/web/package.json', '/DashboardHub_PipelineDashboard/web/src/app/app.module.ts', '/DashboardHub_PipelineDashboard/web/src/app/core/services/authentication.service.ts', '/DashboardHub_PipelineDashboard/web/src/app/core/services/monitor.service.ts', '/DashboardHub_PipelineDashboard/web/src/app/core/services/ping.service.ts', '/DashboardHub_PipelineDashboard/web/src/app/core/services/project.service.ts', '/DashboardHub_PipelineDashboard/web/src/app/core/services/token.service.ts', '/DashboardHub_PipelineDashboard/web/src/app/core/services/user.service.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/event.model.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/issue.model.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/loginAudit.model.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/milestone.model.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/project.model.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/pullRequest.model.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/release.model.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/repositories.model.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/repository.model.ts', '/DashboardHub_PipelineDashboard/web/src/app/shared/models/token.model.ts', '/DashboardHub_PipelineDashboard/web/src/environments/config.model.ts', '/DashboardHub_PipelineDashboard/web/src/environments/environment.prod.ts', '/DashboardHub_PipelineDashboard/web/src/environments/environment.ts', '/DashboardHub_PipelineDashboard/web/test/plugins/index.js']"
1154,Firebase,Firebase,Firebase,harjot-oberai/VectorMaster,['/harjot-oberai_VectorMaster/.gitignore']
1155,Firebase,Firebase,Firebase,ezhome/Android-RxFirebase,"['/ezhome_Android-RxFirebase/README.md', '/ezhome_Android-RxFirebase/app/build.gradle', '/ezhome_Android-RxFirebase/app/src/main/java/com/ezhome/rxfirebasedemo/BaseApplication.java', '/ezhome_Android-RxFirebase/app/src/main/java/com/ezhome/rxfirebasedemo/PostsFragment.java', '/ezhome_Android-RxFirebase/rxfirebase/build.gradle', '/ezhome_Android-RxFirebase/rxfirebase/buildsystem/dependencies.gradle', '/ezhome_Android-RxFirebase/rxfirebase/buildsystem/publish.gradle', '/ezhome_Android-RxFirebase/rxfirebase/src/main/java/com/ezhome/rxfirebase2/FirebaseChildEvent.java', '/ezhome_Android-RxFirebase/rxfirebase/src/main/java/com/ezhome/rxfirebase2/FirebaseDatabaseNodes.java', '/ezhome_Android-RxFirebase/rxfirebase/src/main/java/com/ezhome/rxfirebase2/auth/RxFirebaseAuth.java', '/ezhome_Android-RxFirebase/rxfirebase/src/main/java/com/ezhome/rxfirebase2/database/FirebaseDatabaseErrorFactory.java', '/ezhome_Android-RxFirebase/rxfirebase/src/main/java/com/ezhome/rxfirebase2/database/RxFirebaseDatabase.java', '/ezhome_Android-RxFirebase/rxfirebase/src/main/java/com/ezhome/rxfirebase2/exception/FirebaseAuthProviderDisabledException.java', '/ezhome_Android-RxFirebase/rxfirebase/src/main/java/com/ezhome/rxfirebase2/exception/FirebaseDisconnectedException.java', '/ezhome_Android-RxFirebase/rxfirebase/src/main/java/com/ezhome/rxfirebase2/exception/FirebaseGeneralException.java', '/ezhome_Android-RxFirebase/rxfirebase/src/main/java/com/ezhome/rxfirebase2/exception/FirebasePermissionDeniedException.java', '/ezhome_Android-RxFirebase/rxfirebase/src/test/java/com/ezhome/rxfirebase2/RxFirebaseAuthTest.java', '/ezhome_Android-RxFirebase/rxfirebase/src/test/java/com/ezhome/rxfirebase2/RxFirebaseDatabaseTest.java']"
1156,Firebase,Firebase,Firebase,shin285/KOMORAN,['/shin285_KOMORAN/core/kowiki-latest-all-titles-in-ns0']
1157,Firebase,Firebase,Firebase,udacity/ud862-samples,['/udacity_ud862-samples/.gitignore']
1162,Firebase,Firebase,Firebase,ybonnel/TransportsRennes,['/ybonnel_TransportsRennes/TransportsBordeaux/build.gradle']
1163,Firebase,Firebase,Firebase,codepath/ParsePushNotificationExample,"['/codepath_ParsePushNotificationExample/README.md', '/codepath_ParsePushNotificationExample/app/build.gradle', '/codepath_ParsePushNotificationExample/app/src/main/AndroidManifest.xml']"
1164,Firebase,Firebase,Firebase,enbandari/TieGuanYin,['/enbandari_TieGuanYin/.gitignore']
1166,Firebase,Firebase,Firebase,OlgaKuklina/GitJourney,"['/OlgaKuklina_GitJourney/app/build.gradle', '/OlgaKuklina_GitJourney/app/src/main/java/com/oklab/gitjourney/activities/GeneralActivity.java', '/OlgaKuklina_GitJourney/app/src/main/java/com/oklab/gitjourney/activities/MainActivity.java', '/OlgaKuklina_GitJourney/app/src/main/java/com/oklab/gitjourney/adapters/FirebaseAnalyticsWrapper.java', '/OlgaKuklina_GitJourney/app/src/main/res/values/strings.xml']"
1169,Firebase,Firebase,Firebase,PDDStudio/OTGSubs,"['/PDDStudio_OTGSubs/.gitignore', '/PDDStudio_OTGSubs/app/build.gradle', '/PDDStudio_OTGSubs/app/src/main/java/com/pddstudio/otgsubs/OTGSubsApplication.java', '/PDDStudio_OTGSubs/app/src/main/java/com/pddstudio/otgsubs/utils/DeviceUtils.java']"
1170,Firebase,Firebase,Firebase,akexorcist/Android-LocalizationActivity,['/akexorcist_Android-LocalizationActivity/.gitignore']
1171,Firebase,Firebase,Firebase,cyrilmottier/QueryHighlighter,['/cyrilmottier_QueryHighlighter/.gitignore']
1172,Firebase,Firebase,Firebase,ForgeRock/opendj-community-edition,['/ForgeRock_opendj-community-edition/resource/config/wordlist.txt']
1175,Firebase,Firebase,Firebase,LSTS/neptus,"['/LSTS_neptus/.classpath', '/LSTS_neptus/plugins-dev/cloud/pt/lsts/ripples/RipplesUpload.java']"
1176,Firebase,Firebase,Firebase,victorrentea/training,['/victorrentea_training/spring-security/spring-boot-react-oauth2-social-login-demo-master/react-social/README.md']
1177,Firebase,Firebase,Firebase,miguelhincapie/CustomBottomSheetBehavior,"['/miguelhincapie_CustomBottomSheetBehavior/.gitignore', '/miguelhincapie_CustomBottomSheetBehavior/googlemaps-like/.gitignore']"
1178,Firebase,Firebase,Firebase,hadiidbouk/ChartProgressBar-Android,['/hadiidbouk_ChartProgressBar-Android/.gitignore']
1179,Firebase,Firebase,Firebase,yukuku/androidbible,"['/yukuku_androidbible/Alkitab/build.gradle', '/yukuku_androidbible/Alkitab/google-services.json', '/yukuku_androidbible/Alkitab/src/main/AndroidManifest.xml', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/App.java', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/IsiActivity.kt', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/ac/DevotionActivity.java', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/ac/HelpActivity.java', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/dialog/VersesDialog.kt', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/sync/Fcm.java', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/sync/FcmMessagingService.kt', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/base/sync/SyncRecorder.java', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/reminder/widget/ReminderTimePreference.kt', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/songs/SongViewActivity.kt', '/yukuku_androidbible/Alkitab/src/main/java/yuku/alkitab/tracking/Tracker.kt']"
1180,Firebase,Firebase,Firebase,skydoves/ColorPickerPreference,['/skydoves_ColorPickerPreference/.gitignore']
1181,Firebase,Firebase,Firebase,Michenux/YourAppIdea,['/Michenux_YourAppIdea/dependencies.gradle']
1183,Firebase,Firebase,Firebase,JTechMe/JumpGo,"['/JTechMe_JumpGo/app/app.iml', '/JTechMe_JumpGo/app/build.gradle', '/JTechMe_JumpGo/app/src/main/AndroidManifest.xml', '/JTechMe_JumpGo/app/src/main/java/com/jtechme/jumpgo/message/MyFirebaseInstanceIDService.java', '/JTechMe_JumpGo/app/src/main/java/com/jtechme/jumpgo/message/MyFirebaseMessagingService.java', '/JTechMe_JumpGo/app/src/main/java/com/jtechme/jumpgo/message/MyJobService.kt', '/JTechMe_JumpGo/app/src/noGoogleServices/AndroidManifest.xml']"
1184,Firebase,Firebase,Firebase,fengjundev/React-Native-Remote-Update,"['/fengjundev_React-Native-Remote-Update/node_modules/react-native/node_modules/yeoman-generator/node_modules/inquirer/node_modules/rx/package.json', '/fengjundev_React-Native-Remote-Update/node_modules/react-native/node_modules/yeoman-generator/node_modules/inquirer/node_modules/rx/readme.md']"
1185,Firebase,Firebase,Firebase,abbas-oveissi/SearchMovies,['/abbas-oveissi_SearchMovies/libraries.gradle']
